"Experiment page name",Study,"Location of subjects","Host species","Body site","UBERON ID",Condition,"EFO ID","Group 0 name","Group 1 name","Group 1 definition","Group 0 sample size","Group 1 sample size","Antibiotics exclusion","Sequencing type","16S variable region","Sequencing platform","Statistical test","Significance threshold","MHT correction","LDA Score above","Matched on","Confounders controlled for",Pielou,Shannon,Chao1,Simpson,"Inverse Simpson",Richness,State,Reviewer
"Experiment 4","Study 140","United States of America","Homo sapiens",Feces,UBERON:0001988,"multiple sclerosis",MONDO:0005301,controls,"untreated multiple sclerosis","untreated multiple sclerosis",43,28,"6 months",16S,"3,4,5",Roche454,DESeq2,0.05,true,,,,,unchanged,,,,unchanged,Complete,Claregrieve1
"Experiment 4","Study 130",Spain,"Homo sapiens",Feces,UBERON:0001988,diet,EFO:0002755,">20 years participants","20-30 years participants","SEAD: Southern European Atlantic Diet. SEAD adherence was measured using an index of nine food components (fresh fish, cod, red meat and pork products, dairy products, legumes and vegetables, vegetable soup, po- tatoes, wholegrain bread and wine) that ranged from 0 (lowest adherence) to 9 (highest adherence).",5,15,"6 months",16S,,RT-qPCR,ANOVA,0.05,false,,,,,,,,,,Complete,"Shaimaa Elsafoury"
"Experiment 4","Study 403",China,"Homo sapiens",Feces,UBERON:0001988,Eczema,HP:0000964,"healthy control","child with eczema","children age 0-0.5 with eczema diagnosed by pediatrician based on clinical criteria such as dry, desquamation skin, increased temperature on the local skin, and oozing or crusting",123,49,,16S,"3,4",Illumina,LEfSe,0.05,false,4,age,,,unchanged,,,,,Complete,Lwaldron
"Experiment 4","Study 202",Spain,"Homo sapiens",Feces,UBERON:0001988,autism,EFO:0003758,"healthy controls","children with autism spectrum disorders (ASD)","Children between 2-6 years old with an agreed clinical diagnosis of autism per the ICD 10th Edition for ASD and DSM-5",57,48,,16S,"3,4",Illumina,Kruskall-Wallis,0.05,true,,"age,sex",,,,,,,,Complete,Claregrieve1
"Experiment 4","Study 227","South Korea","Homo sapiens",Feces,UBERON:0001988,"atopic eczema",EFO:0000274,"healthy controls","infants with persistent atopic dermatitis","infant with persistent atopic dermatitis",84,26,"before sample collection",16S,"1,2,3",Roche454,LEfSe,0.05,false,4,,,,unchanged,,,,unchanged,Complete,
"Experiment 4","Study 223",China,"Homo sapiens",Feces,UBERON:0001988,"HIV infection",EFO:0000764,"heterosexual subjects with HIV","homosexual subjects with HIV","homosexual patients infected with HIV",26,4,"4 weeks",16S,4,Illumina,Metastats,0.05,false,3,"age,sex",,,,,,,,Complete,Claregrieve1
"Experiment 4","Study 208",China,"Homo sapiens",Feces,UBERON:0001988,"food allergy",EFO:1001890,"infants non-IgE mediated","infants IgE mediated","infant IgE mediated",17,17,"1 month",16S,"1,2,3",Roche454,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,,,,,,Complete,
"Experiment 4","Study 162",China,"Homo sapiens",Feces,UBERON:0001988,"lung cancer",MONDO:0008903,"healthy controls","CYF group","newly diagnosed lung cancer patients by histopathology and computed tomography",16,30,"1 month",16S,4,Illumina,LEfSe,0.05,false,,,,,decreased,unchanged,decreased,,unchanged,Complete,
"Experiment 4","Study 142","United States of America","Homo sapiens","Oral gland",UBERON:0010047,"oral squamous cell carcinoma",EFO:0000199,surgery,"chemothrapy radiation and surgery","histopathologically confirmed HNSCC (Head & Neck Squamous Cell Cancer) and had atleast one post-treatment salivary sample",,,,16S,"3,4",Roche454,LEfSe,0.05,false,,,,,,,,,,Complete,"Rimsha Azhar"
"Experiment 4","Study 380","United States of America","Homo sapiens",Feces,UBERON:0001988,"response to allogeneic hematopoietic stem cell transplant",EFO:0007044,"post fecal mircobiota day 30","post allogenic hematopoietic cell transplant/ pre Fecal microbiota transplant","patients who received Fecal Microbiome Transplant",5,13,"48 hours",16S,"4,5",Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,,age,"HLA match,acute graft vs. host disease,age,transplant conditioning",,,,,decreased,,Complete,"Rimsha Azhar"
"Experiment 4","Study 246",Canada,"Homo sapiens",Feces,UBERON:0001988,asthma,MONDO:0004979,"no asthma","maternal asthma","maternal prenatal asthma/caucasian infant",721,74,,16S,,Illumina,"Mann-Whitney (Wilcoxon)",0.05,true,,,,,,,,,,Complete,
"Experiment 4","Study 187","United States of America","Homo sapiens",Vagina,UBERON:0000996,"medroxyprogesterone acetate",CHEBI:6716,"black participants after using depot medroxyprogesterone (visit 3)","white participants after using depot medroxyprogesterone (visit 3)","white participants at visit 3",16,9,"before sample collection",16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",0.2,true,,,,,decreased,unchanged,,,unchanged,Complete,Claregrieve1
"Experiment 4","Study 276",China,"Homo sapiens",Feces,UBERON:0001988,"multiple myeloma",EFO:0001378,"healthy relatives control","Multiple Myeloma patient","patient diagnosis with multiple myeloma and no other disease validated to affect intestinal microbial including digestive disease like liver cirrhosis, liver cancer, inflammatory bowel disease, and irritable bowel syndrome; systemic disease like diabetes and hypertension and thyroid disease; no treatment including antibiotics, chemotherapy, plasma exchange or bone marrow transplant; no cold, fever or other infections within 3 months before sampling with administrated antibacterial drugs, gastrointestinal motility drugs or micro-ecological conditioning agents like eating and living habit change 1 week before sampling",21,21,"3 months",16S,"3,4",RT-qPCR,Metastats,0.05,false,,,,,,,,,,Complete,
"Experiment 4","Study 361",Canada,"Mus musculus",Caecum,UBERON:0001153,"Air pollution",ENVO:02500037,control,"mice exposed to smoke","male, female or ovariectomized females mice exposed to smoke",30,28,,16S,4,Illumina,LEfSe,0.05,true,3.5,,,decreased,decreased,,,,decreased,Complete,Claregrieve1
"Experiment 4","Study 284",China,"Homo sapiens",Gingiva,UBERON:0001828,"chronic kidney disease",EFO:0003884,"healthy controls","Chronic kidney disease","chronic kidney disease patients undergoing hemodialysis",30,30,"30 days",16S,"3,4,5,6",Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,,"age,sex,smoking behavior",,,decreased,decreased,,,decreased,Complete,Claregrieve1
"Experiment 4","Study 392",Italy,"Homo sapiens",Feces,UBERON:0001988,"milk allergic reaction",EFO:0007369,"infant with non-IgE-mediated cow's milk allergy treated with EHCF","infant with non-IgE-mediated cow's milk allergy treated with EHCF+LGG","infant with non-IgE mediated cow's milk allergy treated with EHCF+LGG",9,14,"4 weeks",16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",0.05,true,,,,,unchanged,unchanged,,,unchanged,Complete,
"Experiment 4","Study 249","United States of America","Homo sapiens",Blood,UBERON:0000178,"Hepatitis, Alcoholic",EFO:1001345,NAC,SAH,"alcoholic hepatitis",20,19,,16S,"3,4",Illumina,LEfSe,0.05,false,2,,,,unchanged,,,,,Complete,
"Experiment 4","Study 412","United States of America","Homo sapiens",Rectum,UBERON:0001052,"methamphetamine dependence",EFO:0004701,"HIV-positive men who have sex with men who did not test positive in a methamphetamine drug screening","HIV-positive men who have sex with men who tested positive in a methamphetamine drug screening","HIV-positive Men who have sex with men (MSM) who tested positive in a methamphetamine (MA) drug screening",81,21,,16S,4,Illumina,,0.1,true,,,"age,alcohol drinking,cannabis use,ethnic group,smoking behavior",,unchanged,unchanged,unchanged,,unchanged,Complete,Claregrieve1
"Experiment 4","Study 294","United States of America","Homo sapiens",Feces,UBERON:0001988,"acute lymphoblastic leukemia",EFO:0000220,"non-febrile neutropenia","febrile neutropenia","fever as an oral temperature more than 38.0°C persisting for more than 1 hour; neutropenia as an absolute neutrophil count less than or equal to 500 cells per microliter after baseline first sampled",42,122,,16S,"1,2,3",Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,unchanged,,,,,Complete,
"Experiment 4","Study 348",Brazil,"Homo sapiens",Feces,UBERON:0001988,obesity,EFO:0001073,"lean children","overweight children","Healthy children who are considered overweight based on z-score of ≥ +1 and < +2",30,24,"3 months",16S,,RT-qPCR,"Logistic Regression",0.05,false,,,age,,,,,,,Complete,Claregrieve1
"Experiment 4","Study 235","United States of America","Homo sapiens",Feces,UBERON:0001988,age,EFO:0000246,"<7 years","7-18 years","child age 7-18",26,42,,16S,4,Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,,,,,,Complete,
"Experiment 4","Study 320","United States of America","Homo sapiens",Feces,UBERON:0001988,"antimicrobial agent",CHEBI:33281,"infants (1-year) to mothers unexposed to  antibiotic","infants(1-year) to mothers exposed to  antibiotics (amoxicillin, penicillin or ampicillin)","vaginally delivered at full-term (>37 weeks of gestation)",179,55,,16S,"4,5",Illumina,PERMANOVA,0.05,false,,,,,unchanged,,unchanged,,,Complete,
"Experiment 4","Study 302","United States of America","Homo sapiens","Nasal cavity",UBERON:0001707,asthma,MONDO:0004979,"healthy control",asthma,"physician-diagnosed current asthma presenting for routine, non-urgent, asthma followup care or with an encounter diagnosis of asthma exacerbation",21,51,,16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",0.05,true,,,,,,,,,,Complete,
"Experiment 4","Study 271","United States of America","Homo sapiens",Feces,UBERON:0001988,"acute lymphoblastic leukemia",EFO:0000220,female,males,"Patients with multiple myeloma (MM) who achieve minimal residual disease (MRD) negativity (MRD-) after upfront treatment",18,16,,16S,"4,5",Illumina,"Mann-Whitney (Wilcoxon)",0.05,true,2,,,,,,,,increased,Complete,
"Experiment 4","Study 267","United States of America","Homo sapiens",Bronchus,UBERON:0002185,"atopic asthma",EFO:0010638,nonresponder,"inhaled corticosteroid responder","inhaled corticosteroid (ICS) responder",10,15,"3 months",16S,4,Illumina,,0.1,true,,,,,,,,,,Complete,
"Experiment 4","Study 262","United States of America","Homo sapiens","Nose,Mouth","UBERON:0000004,UBERON:0000165","atopic asthma",EFO:0010638,"nasal brush specimens","oral wash specimens","oral wash specimen type",27,27,"3 months",16S,4,Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,,,,increased,increased,,,,increased,Complete,Claregrieve1
"Experiment 4","Study 282",China,"Homo sapiens",Feces,UBERON:0001988,"graft versus host disease",MONDO:0013730,"no vancomycin antibiotics","vancomycin antibiotics","patients diagnoised with grade II to IV acute graft-versus-host disease (aGVHD) undergoing intense conditioning treated with vancomycin",59,20,,16S,4,Illumina,,0.05,false,,,,,,,,decreased,,Complete,
"Experiment 4","Study 371",France,"Homo sapiens",Feces,UBERON:0001988,Obesity,EFO:0001073,"lean subjects","overweight subjects","patients who were overweight by BMI  (BMI>25 and <30 kg m−2)",64,32,"6 months",WMS,,RT-qPCR,Chi-Square,0.05,true,,,,,,,,,,Complete,
"Experiment 4","Study 256",China,"Homo sapiens",Stomach,UBERON:0000945,"gastric cancer",MONDO:0001056,"early stage normal","early stage tumor","gastric cancer",112,116,"1 month",16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",0.05,true,,,"age,sex",,unchanged,decreased,unchanged,,,Complete,Claregrieve1
"Experiment 4","Study 314","United States of America","Homo sapiens","Uterine cervix",UBERON:0000002,"cervical glandular intraepithelial neoplasia",EFO:1000165,"CIN regression","CIN non-regression","histology proven CIN2, no regression after 24 months among women with no regression after 12 months",21,14,,16S,"1,2",Illumina,"Welch's T-Test",0.05,false,,,,,,,,unchanged,unchanged,Complete,Fatima
"Experiment 4","Study 329",Finland,"Homo sapiens",Feces,UBERON:0001988,"antimicrobial agent",CHEBI:33281,"control group","IAP+postnatal antibiotic group (2-day old infant)","Term, vaginally delivered infants",47,29,,16S,"4,5","Ion Torrent",Kruskall-Wallis,0.05,true,,,,,unchanged,unchanged,unchanged,,,Complete,
"Experiment 4","Study 336",China,"Homo sapiens",Feces,UBERON:0001988,"antimicrobial agent",CHEBI:33281,"Antibiotic free group (postnatal day 7)","piperacillin-tazobactam group (postnatal day 7)","pre-term neonates receiving piperacillin-tazobactam (75 mg kg-1, twice a day)",12,12,,16S,"3,4",Illumina,"ANOVA,T-Test",0.05,false,,"birth weight,delivery procedure,gestational age,sex",,,unchanged,,,,,Complete,Chloe
"Experiment 4","Study 170",China,"Homo sapiens",Lung,UBERON:0002048,"Lung cancer",MONDO:0008903,"control group with no antibiotics","cancerous site with no antibiotics","patients who have diagnosis of lung cancer established by histological confirmation",8,13,,16S,"3,4",Illumina,LEfSe,0.05,false,3.5,,,,decreased,,increased,,,Complete,
"Experiment 4","Study 376",Spain,"Homo sapiens",Feces,UBERON:0001988,"antimicrobial agent",CHEBI:33281,"before antibiotic exposure","patients that took Ceftriaxone/Azithromycin","took Ceftriaxone/Azithromycin for 7 days",3,3,,16S,4,RT-qPCR,"Mann-Whitney (Wilcoxon)",0.05,true,,,,,,decreased,,,decreased,Complete,
"Experiment 4","Study 139","United States of America","Homo sapiens","Oral gland",UBERON:0010047,"squamous cell carcinoma",EFO:0000707,controls,"Oral cavity cancer cases","histologically confirmed incident HNSCC including oral cavity, pharynx and larynx. (excluding salivary glands & nasopharynx)",254,41,,16S,"3,4",Roche454,DESeq2,0.1,true,,"ethnic group,sex","age,sex,smoking status",,,,,,,Complete,"Fatima Zohra"
"Experiment 4","Study 322",Sweden,"Homo sapiens","Buccal mucosa,Lower lip","UBERON:0006956,UBERON:0001835","oral mucositis",EFO:1001904,"at malignancy diagnosis","during chemotherapy","patients that are newly diagnosed with malignancies that are between ages 4 and 18 years old that are treated with cytostatic drug and has a national population registration number (Sweden) that did not develop oral mucositis (graded by the World Health Organization) during chemotherapy treatment",10,10,,16S,,Roche454,T-Test,0.05,true,,"age,sex",,,,,,,,Complete,
"Experiment 4","Study 290",Netherlands,"Homo sapiens",Mouth,UBERON:0000165,"oral mucositis",EFO:1001904,"low or no fungi load","0.1% or higher fungi load","patient developed uclerative oral mucositis",31,20,,16S,4,RT-qPCR,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,,,,,,Complete,
"Experiment 4","Study 308","United States of America","Mus musculus",Stomach,UBERON:0000945,"air pollution",ENVO:02500037,"Filtered air group","PM 2.5 air exposed group","Mice exposed to PM2.5 concentrated from ambient air in Chicago 8 hours per day for 5 days a week for three consecutive weeks in a chamber connected to Versatile Aerosol Concentration Enrichment System (VACES)",10,10,,16S,,Roche454,LEfSe,0.05,false,5,,,,unchanged,unchanged,,,increased,Complete,
"Experiment 4","Study 346","United States of America","Homo sapiens",Feces,UBERON:0001988,"anxiety disorder",EFO:0006788,"mild anxiety","moderate anxiety","psychiatric inpatients diagnosed by DSM-IV Disorders, SCID-I and SCID-II interviews, CSSR-S, SLEQ and GAD-7",,,,16S,4,Illumina,LEfSe,0.05,false,2,,,,,,,,,Complete,
"Experiment 4","Study 316",Spain,"Homo sapiens",Feces,UBERON:0001988,"premature birth",EFO:0003917,"90-day old Full-term infants(born after uncomplicated pregnancy)","90-day old Pre-term","born at gestational ages between 24 and 32 weeks",13,27,,16S,"3,4","Ion Torrent",ANOVA,0.05,false,,,,,,,,,,Complete,
"Experiment 4","Study 356",China,"Mus musculus",Colon,UBERON:0001155,"air pollution",ENVO:02500037,"mice dams exposed to filtered blanks PND 35","ICR male mice exposed to PM 2.5","ICR mice exposed to PM 2.5",8,8,,16S,"3,4",Illumina,LEfSe,0.05,false,,,,,,unchanged,unchanged,,unchanged,Complete,
"Experiment 4","Study 424",Israel,,Feces,UBERON:0001988,"pancreatic carcinoma",EFO:0002618,"Healthy control","NBO PC","Non-Bile duct-obstructed pancreatic cancer patients.",13,16,"Individuals who were exposed to antibiotics up to 8 weeks before sampling were excluded from the analysis.",16S,,Illumina,LEfSe,0.05,false,3,,,,unchanged,,,,,Complete,
"Experiment 4","Study 425",China,"Homo sapiens",Feces,UBERON:0001988,hypertension,EFO:0000537,"Han Healthy at Middle Altitude (MHN)","Tibetan Healthy at High Altitude (HTN)","Tibetan healthy participants living at high altitudes.",35,34,"3 months",16S,"3,4",Illumina,T-Test,0.05,false,,"age,sex",,,increased,,,,,Complete,Fatima
"Experiment 4","Study 431",China,"Homo sapiens",Vagina,UBERON:0000996,"cervical glandular intraepithelial neoplasia",EFO:1000165,HPV-,"persistent HPV+ with HSIL","high-risk HPV persistent infection with high grade squamus intraepithelial lesion",31,,,16S,,Illumina,ANOVA,0.05,true,,,,,,,,,,Complete,Fatima
"Experiment 4","Study 434",China,"Homo sapiens","Posterior fornix of vagina",UBERON:0016486,"cervical cancer",MONDO:0002974,"healthy control","cervical cancer","women with cervical cancer confirmed by biopsy",68,9,"14 days",16S,"3,4",Illumina,LEfSe,0.05,true,4,,,,increased,increased,,,,Complete,
"Experiment 4","Study 428",China,"Homo sapiens",Feces,UBERON:0001988,COVID-19,MONDO:0100096,"Healthy controls","COVID-19 patients treated with antibiotics","Laboratory-confirmed SARS-CoV-2 positive by quantitative reverse transcription PCR performed on nasopharyngeal swabs, treated with antibiotics",78,34,,WMS,,Illumina,"Linear Regression",0.05,false,,,,,,,,,,Complete,Fatima
"Experiment 4","Study 453","United States of America","Homo sapiens",Feces,UBERON:0001988,COVID-19,MONDO:0100096,"Negative for COVID-19 viral RNA in feces","Positive for COVID-19 viral RNA in feces","COVID-19 viral RNA present in feces sample",26,24,,16S,"1,2,3",Illumina,PERMANOVA,0.05,true,,,,,unchanged,,,,unchanged,Complete,Fatima
"Experiment 4","Study 457",China,"Homo sapiens",Saliva,UBERON:0001836,periodontitis,EFO:0000649,"Healthy controls","Individuals diagnosed with both Periodontitis and Type 2 Diabetes and treated with metformin (Met group)","Patients with both Periodontitis and Type 2 Diabetes who received metformin for at least 6 months and achieved glycemic control (HbA1c < 6.5%, without any companion diseases), were classified into the Met group",27,20,"patients treated with antibiotics within 3 months or those that received periodontal treatment within 6 months",16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,unchanged,,unchanged,,,Complete,Claregrieve1
"Experiment 4","Study 475",China,"Homo sapiens",Oropharynx,UBERON:0001729,COVID-19,MONDO:0100096,"Healthy controls (Group H)","Community Type III patients","10 COVID-19 patients, 1 healthy control",13,11,,16S,4,Illumina,ANOSIM,0.05,true,,,,decreased,,,,,decreased,Complete,
"Experiment 4","Study 441",China,"Homo sapiens",Feces,UBERON:0001988,COVID-19,MONDO:0100096,"Healthy controls","COVID-19 cases","viral COVID-19 infections confirmed by real-time reverse-transcription polymerase chain reaction",30,30,"4 weeks",16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",0.05,true,,"age,body mass index,sex",,,decreased,decreased,,,,Complete,
"Experiment 4","Study 479",Italy,"Homo sapiens","Nasopharynx,Oropharynx","UBERON:0001729,UBERON:0001728",COVID-19,MONDO:0100096,"Patients infected with other human coronaviruses","ICU COVID-19 patients","COVID-19 patients admitted to intensive care unit",8,10,,16S,"2,3,4,5,6,7,8,9","Ion Torrent",Kruskall-Wallis,0.05,true,,,,,unchanged,decreased,,,,Complete,
"Experiment 4","Study 484",China,"Homo sapiens",Nasopharynx,UBERON:0001728,COVID-19,MONDO:0100096,"COVID-19 negative patients with fever and cough","COVID-19 positive patients","COVID-19 positive patients with fever and cough symptoms",11,11,,WMS,,MGISEQ-2000,LEfSe,0.05,false,,,,decreased,unchanged,,,,unchanged,Complete,
"Experiment 4","Study 467","United States of America","Homo sapiens","Digestive system,Digestive tract,Lower digestive tract","UBERON:0001007,UBERON:0001555,UBERON:0004907","progesterone receptor status",EFO:0005513,PR+,PR-,"breast cancer patients with negative progesterone receptor status",23,14,"Antibiotic use one week or more during the month prior to fecal sample collection.",16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",0.001,false,,,"age,ethnic group,race",,unchanged,unchanged,,,,Complete,
"Experiment 4","Study 455",Singapore,"Homo sapiens","Subgingival dental plaque",UBERON:0016484,pregnancy,EFO:0002950,"non pregnant women","pregnant women","pregnant women",10,10,"6 months",16S,4,Illumina,LEfSe,0.05,true,2,,,,increased,increased,,decreased,,Complete,
"Experiment 4","Study 464",China,"Homo sapiens",Tongue,UBERON:0001723,COVID-19,MONDO:0100096,"Healthy controls","Suspected COVID-19 patients","Suspected COVID-19 cases without one of the following etiological or serological evidence:
(1) Fluorescence RT-PCR detects the positive of the COVID-19 virus nucleic acid.
(2) Viral gene sequencing finds highly homologous to COVID-19 virus",150,37,"Receipt of antibiotics and/or probiotics within 8 weeks prior to enrollment",16S,"3,4,5",Illumina,LEfSe,0.05,false,2,,,,decreased,,increased,,,Complete,
"Experiment 4","Study 478",China,"Homo sapiens",Oropharynx,UBERON:0001729,COVID-19,MONDO:0100096,"Healthy controls","COVID-19 patients","Confirmed COVID-19 cases",28,31,,WMS,,MGISEQ-2000,LEfSe,0.05,true,,,,,,,,,,Complete,
"Experiment 4","Study 499",Finland,"Homo sapiens",Feces,UBERON:0001988,"irritable bowel syndrome",EFO:0000555,"Healthy Control","IBS (All patients)","IBS patients fulfilled the Rome II criteria. All IBS patients.",46,62,,16S,,"Human Intestinal Tract Chip",T-Test,0.05,true,,,,,,,,,,Complete,Lwaldron
"Experiment 4","Study 502",,"Homo sapiens",Feces,UBERON:0001988,"irritable bowel syndrome",EFO:0000555,"Healthy Control",IBS-M,"Fulfilled the Rome III criteria for the diagnosis of IBS. Mixed IBS (IBS-M).",24,5,"Exclusion criteria included pregnancy or lactation, chronic intestinal disease (i.e., inflammatory bowel disease or celiac disease) or severe systemic disorders, lactose intolerance or food allergies. Patients who in the 2 mo prior to study entry had taken medication, such as antibiotics, corticosteroids or functional foods containing pre or probiotics, were also excluded from the study.",16S,,HTF-Microbi.Array,Kruskall-Wallis,0.05,true,,,,,unchanged,,,,unchanged,Complete,
"Experiment 4","Study 443",India,"Homo sapiens",Feces,UBERON:0001988,"irritable bowel syndrome",EFO:0000555,"Health Control",IBS-U,"Patients with IBS diagnosed using Rome III. Patients were classified into three sub-types
using Rome III criteria: un-subtyped (IBS-U).",30,7,"Patients who had prior history of gastrointestinal surgery, inflammatory bowel disease, and celiac disease were excluded. Patients with IBS who used antibiotics, probiotics, or prokinetics within last 4 weeks of inclusion into the study were also excluded.",16S,,RT-qPCR,Kruskall-Wallis,0.05,true,,,,,,,,,,Complete,
"Experiment 4","Study 505",Netherlands,"Homo sapiens","Feces,Mucosa of small intestine","UBERON:0001988,UBERON:0001204","irritable bowel syndrome",EFO:0000555,"Healthy Control",IBS-C,"IBS patients included in this study fulfilled the Rome II criteria for IBS and were categorized as  constipation predominant (IBS-C)",26,11,"Subjects taking medication known to influence bacterial composition and gastrointestinal motility, especially antimicrobial medications and/or probiotics were excluded from the study.",,,RT-qPCR,T-Test,0.05,true,,,,,,,,,,Complete,Chloe
"Experiment 4","Study 504","United States of America","Homo sapiens",Breast,UBERON:0000310,neoplasm,EFO:0000616,"TPBC normal tissue","TPBC tumor tissue","Tumor tissue from patients with triple positive breast cancer",10,10,"Biorepository information revealed that no patients were treated with antibiotics prior to tissue sample collection, however duration window of non-exposure was unidentified.",16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",,false,,,,,,increased,,,,Complete,Chloe
"Experiment 4","Study 511",China,"Homo sapiens",Feces,UBERON:0001988,COVID-19,MONDO:0100096,"Healthy controls","COVID-19 patients","Patients with confirmed COVID-19 infection per 2 sequential positive RT-PCR tests",32,81,"No antibiotics or probiotics within 8 weeks prior to COVID-19 infection (also true for controls)",16S,"3,4",Illumina,"LEfSe,Linear Regression",0.05,true,2,"age,sex",,,,,,,decreased,Complete,Fatima
"Experiment 4","Study 468",Turkey,"Homo sapiens",Vagina,UBERON:0000996,endometriosis,EFO:0001065,"Healthy controls","Stage 3/4 endometriosis patients","All women in the endometriosis group had moderate to severe (stage 3–4) endometriosis according to American Fertility Society Revised Classification. 

Diagnosis of endometriosis was verified through histology.",14,14,"Participants were excluded if they had taken antibiotics within the past 8 weeks.",16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",0.05,false,,,,,unchanged,,,,unchanged,Complete,
"Experiment 4","Study 522",China,"Homo sapiens",Endometrium,UBERON:0001295,endometriosis,EFO:0001065,"Controls undergoing laparoscopic surgery for benign tumors","Endometriosis patients","Patients were diagnosed with endometriosis via laparoscopic surgery and stages were categorized according to the revised American Society for Reproductive Medicine scoring system (r-ASRM).",14,36,"Patients were excluded if they had taken antibiotics within 6 months before the study",16S,"4,5","Ion Torrent","Mann-Whitney (Wilcoxon)",0.05,false,,,,,,,,,,Complete,
"Experiment 4","Study 535",Ireland,"Homo sapiens",Feces,UBERON:0001988,"antimicrobial agent",CHEBI:33281,"Antibiotic untreated subjects in long stay facility","Antibiotic treated subjects in long stay facility","subjects in long stay facility who have had antibiotic treatment in the past month",32,16,,16S,4,Roche454,"Chi-Square,Kruskall-Wallis,Mann-Whitney (Wilcoxon)",0.05,true,,age,,,,,,,,Complete,Claregrieve1
"Experiment 4","Study 541",China,"Homo sapiens",Feces,UBERON:0001988,schizophrenia,MONDO:0005090,"Healthy controls","Baseline schizophrenic patients","These schizophrenic patients were selected from the 90 medication-free patients of experiment 1.",81,38,,,,,"Mann-Whitney (Wilcoxon)",0.1,true,,"age,body mass index,diet,sex",,,,,,,,Complete,
"Experiment 4","Study 538",Switzerland,"Homo sapiens",Feces,UBERON:0001988,"urinary tract infection",EFO:0003103,"adult household contact for each patient treated with ciprofloxacin",,,10,,"controls received no antibiotics during the study period or 2 months before it.",16S,"3,4",Roche454,"Mann-Whitney (Wilcoxon)",0.05,true,,,,,unchanged,unchanged,unchanged,,,Incomplete,
"Experiment 4","Study 545","United States of America","Mus musculus",Feces,UBERON:0001988,"antimicrobial agent",CHEBI:33281,"40 week old (old) mice before antibiotic treatment","40 week old (old) mice 6 months after antibiotic treatments","40-week old mice (old) administered treated with broad-spectrum antibiotics metronidazole (500 mg/L) and ciprofloxacin (200 mg/L) for 10 days.",5,5,"Mice were not previously given antibiotics before the study",16S,,Illumina,DESeq2,0.05,true,,,sex,,,,,,,Complete,
"Experiment 4","Study 537",Italy,"Homo sapiens",Feces,UBERON:0001988,"Parkinson's disease",MONDO:0005180,"healthy controls without any form of Parkinson's Disease","patients with PSP(progressive supranuclear palsy) disease","Patients diagnosed with tauopathy progressive supranuclear palsy (PSP)",113,22,,16S,"3,4",Illumina,"Negative Binomial Regression",0.05,,,"age,geographic area","age,breast feeding,smoking status",,,increased,,,increased,Complete,
"Experiment 4","Study 554",China,"Homo sapiens",Feces,UBERON:0001988,"Parkinson's disease",MONDO:0005180,"controls without any form of Parkinson's disease","patients with Parkinson's disease","Patients who had been diagnosed with PD according to the diagnostic criteria proposed by the International Parkinson Disease and Movement Disorder Society in 2015 (Postuma et al., 2015) in the First Hospital of Jilin University.",48,51,"No antibiotic use for at least 3 months prior to the study. 

Subjects with a history of using medications that have been shown to affect gut microbiota, including COMT inhibitors, anticholinergics, anti-secretory drugs, or cardiological drugs within the 3 months before the start of the study were excluded.",16S,4,Illumina,LEfSe,,,4,age,,,,,,,,Incomplete,
"Experiment 4","Study 560",Germany,"Homo sapiens",Feces,UBERON:0001988,"Parkinson's disease",MONDO:0005180,"Healthy men without Parkinson's Disease.","Men with Parkinson's Disease.","Only early stage PD men who were naïve to L-DOPA therapy as diagnosed according to the UK Brain Bank criteria.",28,30,"The use of antibiotics in the past three months in principle was an exclusion criterion. However, we included three PD patients and three controls despite the intake of antibiotics for one to three days in a period of 28–34 days prior to feces sampling as the omission of those cases from the analyses did not change any result",16S,,Illumina,Kruskall-Wallis,0.1,true,,"age,sex",,,,,,,,Incomplete,
"Experiment 4","Study 574","Russian Federation","Homo sapiens",Feces,UBERON:0001988,"Antimicrobial agent",CHEBI:33281,"azithromycin treated","azithromycin-lactulose treated","administered a single daily dosage of 10 mg/kg body weight azithromycin in addition with 20 mg/kg body weight lactulose per day, as powder for oral suspension.",42,42,,16S,"3,4",Illumina,"Mann-Whitney (Wilcoxon)",0.05,,,age,,,increased,,,,unchanged,Complete,
"Experiment 4","Study 562","United States of America","Homo sapiens","Nasal cavity",UBERON:0001707,,,"none - 50% prevalence threshold","nasal cavity from healthy adult","non-disease adult participants from curatedMetagenomicData",0,92,Unknown,WMS,,Illumina,,,,,,,,,,,,,Complete,Lwaldron
