"Signature page name",Experiment,Study,Source,"Curated date",Curator,"Revision editor",Description,"Abundance in Group 1","MetaPhlAn taxon names","NCBI Taxonomy IDs",State,Reviewer
"Signature 1","Experiment 1","Study 19","Figure 4, S3","10 January 2021","Fatima Zohra",WikiWorks743,"Microbial composition at phylum, genus and species level in healthy and schizophrenia cohorts",increased,"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,k__Bacteria|p__Proteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrio,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae,k__Bacteria|p__Fusobacteria|c__Fusobacteriia,k__Bacteria|p__Fusobacteria,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio",2|976|200643|171549|171552;2|976|200643|171549|171552|838;2|1224|1236;2|1224;2|1224|1236|135624;2|1224|1236|135624|83763|83770;2|1224|1236|91347|543;2|1224|1236|91347;2|1224|1236|135624|83763;2|32066|203490;2|32066;2|32066|203490|203491|203492;2|32066|203490|203491|203492|848;2|32066|203490|203491;2|1239|909932|1843489|31977;2|1239|909932|1843489|31977|906;2|1239|91061|186826|33958|1578;2|1239|91061|186826|33958;2|1224|1236|91347|543|544;2|1239|909932|1843488|909930|33024;2|1239|909932|1843488|909930|904;2|1224|28221|213115|194924|872,Complete,"Shaimaa Elsafoury"
"Signature 2","Experiment 1","Study 19","Figure 4, S3","10 January 2021","Fatima Zohra",WikiWorks743,"Microbial composition at phylum, genus and species level in healthy and schizophrenia cohorts",decreased,"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae",2|1239|91061|186826|1300;2|1239|91061|186826|1300|1301;2|1239|186801|186802|186803|33042;2|1239|186801|186802|186803|841;2|1239|186801|186802|186803|572511;2|1224|28216|80840|506;2|1239|186801|186802;2|1239|186801;2|1239;2|1239|186801|186802|186803,Complete,"Shaimaa Elsafoury"
"Signature 1","Experiment 1","Study 22","Figure 3","18 October 2018","Fatima Zohra",WikiWorks743,"Differences in the content of bacterial taxa in PD patients and control subjects at the genus and species level",increased,"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospira,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella|s__Christensenella minuta,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella|s__Christensenella hongkongensis,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus mucosae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus bromii,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Papillibacter|s__Papillibacter cinnamivorans",2|1239|91061|186826|33958|1578;2|1239|186801|186802|990719|990721;2|1239|186801|186802|990719|270497;2|1239|186801|186802|216572|119852;2|201174|1760|85004|31953|1678;2|1239|186801|186802|990719|990721|626937;2|1239|186801|186802|990719|990721|270498;2|1239|91061|186826|33958|2742598|97478;2|1239|186801|186802|216572|1263|40518;2|1239|186801|186802|216572|100175|100176,Complete,"Shaimaa Elsafoury"
"Signature 2","Experiment 1","Study 22","Figure 3","18 October 2018","Fatima Zohra",WikiWorks743,"Differences in the content of bacterial taxa in PD patients and control subjects at the genus and species level",decreased,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola massiliensis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia glucerasea,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Candidatus Stoquefichus|s__Candidatus Stoquefichus massiliensis,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola coprocola,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus callidus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea longicatena,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola dorei,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella copri,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola plebeius,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus eutactus",2|1239|186801|186802|186803|189330;2|976|200643|171549|815|816;2|976|200643|171549|171552|838;2|1239|186801|186802|216572|216851;2|976|200643|171549|815|909656|204516;2|1239|186801|186802|186803|572511|536633;2|1239|526524|526525|128827|1470349|1470350;2|976|200643|171549|815|909656|310298;2|1239|186801|186802|216572|1263|40519;2|1239|186801|186802|186803|189330|88431;2|976|200643|171549|815|909656|357276;2|976|200643|171549|171552|838|165179;2|976|200643|171549|815|909656|310297;2|1239|186801|186802|186803|33042|33043,Complete,"Shaimaa Elsafoury"
"Signature 1","Experiment 1","Study 72","Table 2","28 February 2019","Fatima Zohra",WikiWorks743,"The bacterial abundance at the level of phylum and genus in autistic and typically developing children with significant difference",increased,k__Bacteria|p__Bacteroidetes,2|976,Complete,"Shaimaa Elsafoury"
"Signature 2","Experiment 1","Study 72","Table 2","28 February 2019","Fatima Zohra",WikiWorks743,"The bacterial abundance at the level of phylum and genus in autistic and typically developing children with significant difference",decreased,"k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces,k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia,k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus",2|1239;2|1239|91061|186826|1300|1301;2|1239|909932|1843489|31977|29465;2|1224|1236|91347|543|561;2|201174|1760|2037|2049|1654;2|1239|1737404|1737405|1570339|543311;2|1239|526524|526525|128827|118747;2|1239|1737404|1737405|1570339|162289,Complete,"Shaimaa Elsafoury"
"Signature 1","Experiment 1","Study 41","Figure 2","10 December 2018","Fatima Zohra",WikiWorks743,"Taxonomic differences of fecal microbiota between first episode psychosis patients and healthy controls",increased,"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Brucellaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Halothiobacillaceae,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Tropherymataceae|g__Tropheryma,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Brucellaceae|g__Ochrobactrum,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Saccharophagus,k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Deferribacter,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Halothiobacillaceae|g__Halothiobacillus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus acidophilus,k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae|g__Deferribacter|s__Deferribacter desulfuricans,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia cenocepacia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Desulfitobacteriaceae|g__Desulfosporosinus|s__Desulfosporosinus acidiphilus,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Halothiobacillaceae|g__Halothiobacillus|s__Halothiobacillus neapolitanus,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Saccharophagus|s__Saccharophagus degradans,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|g__Francisella|s__Francisella hispaniensis,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Tropherymataceae|g__Tropheryma|s__Tropheryma whipplei,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Brucellaceae|g__Brucella|s__Brucella canis,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus johnsonii,k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Halorubraceae|g__Halorubrum|s__Halorubrum lacusprofundi,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus reuteri,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Nitrosococcus|s__Nitrosococcus halophilus,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bartonellaceae|g__Bartonella|s__Bartonella clarridgeiae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Brucellaceae|g__Brucella|s__Brucella anthropi,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus fermentum,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus salivarius,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus gasseri,k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium dentium",2|1224|28211|356|118882;2|1239|91061|186826|33958;2|1224|1236|135613|255526;2|201174|1760|85006|2805591|2038;2|1224|28211|356|118882|528;2|1224|1236|1706369|1706371|316625;2157|28890|183963|1644055|1963271|56688;2|1239|91061|186826|33958|1578;2|200930|68337|191393|191394|53572;2|1224|1236|135613|255526|109262;2|1239|91061|186826|33958|1578|1579;2|200930|68337|191393|191394|53572|197162;2|1224|28216|80840|119060|32008|95486;2|1239|186801|186802|2937909|79206|885581;2|1224|1236|135613|255526|109262|927;2|1224|1236|1706369|1706371|316625|86304;2|1224|1236|72273|34064|262|622488;2|201174|1760|85006|2805591|2038|2039;2|1224|28211|356|118882|234|36855;2|1239|91061|186826|33958|1578|33959;2157|28890|183963|1644055|1963271|56688|2247;2|1239|91061|186826|33958|2742598|1598;2|1224|1236|135613|1046|1227|133539;2|1224|28211|356|772|773|56426;2|1224|28211|356|118882|234|529;2|1239|91061|1385;2|1224|28211|356;2|1239|91061|186826|33958|2742598|1613;2|1239|91061|186826|33958|2767887|1624;2|1239|91061|186826|33958|1578|1596;2|201174|1760|85004|31953|1678|1689,Complete,"Shaimaa Elsafoury"
"Signature 2","Experiment 1","Study 41","Figure 2","10 December 2018","Fatima Zohra","WikiWorks743,Lwaldron","Taxonomic differences of fecal microbiota between first episode psychosis patients and healthy controls",decreased,"k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Anabaena,k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobium|s__Chlorobium chlorochromatii,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Gallionellaceae|g__Gallionella,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Gallionellaceae|g__Gallionella|s__Gallionella capsiferriformans,k__Bacteria|p__Firmicutes|c__Negativicutes,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosomonas|s__Nitrosomonas sp.,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira|s__Nitrosospira multiformis,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales,k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus gammatolerans,k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Trichormus|s__Trichormus variabilis,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Xenorhabdus|s__Xenorhabdus nematophila,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc gelidum|s__Leuconostoc gelidum subsp. gasicomitatum",2|1117|1161|1162|1163;2|1090|191410|191411|191412|1091|337090;2|1224|28216|32003|90627|96;2|1224|28216|32003|90627|96|370405;2|1239|909932;2|1224|28216|32003|206379|914|42353;2|1224|28216|32003|206379|35798;2|1224|28216|32003|206379|35798|1231;2|1239|909932|909929;2157|28890|183968|2258|2259|2263|187878;2|1117|1161|1162|264688|264691;2|1239|909932|1843489|31977;2|1224|1236|91347|1903414|626|628;2|1239|91061|186826|33958|1243|1244|115778,Complete,"Shaimaa Elsafoury"
"Signature 1","Experiment 2","Study 41","Supplemental Table 1+results (text)","10 December 2018","Fatima Zohra",WikiWorks743,"Taxonomic differences of fecal microbiota between physically active psychosis patients and healthy controls",increased,"k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae,k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Thermoproteales,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae",2157|28889|183924|2266|2267;2157|28889|183924|2266;2|1239|91061|186826|33958,Complete,
"Signature 2","Experiment 2","Study 41","Supplemental Table 1+results (text)","10 December 2018","Fatima Zohra",WikiWorks743,"Taxonomic differences of fecal microbiota between physically active psychosis patients and healthy controls",decreased,"k__Bacteria|p__Firmicutes|c__Negativicutes,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae",2|1239|909932;2|1239|909932|909929;2|1239|909932|1843489|31977,Complete,
"Signature 1","Experiment 1","Study 125","Fig 1,3 and Text","13 June 2019","Utsav Patel",WikiWorks743,"Oral microbiota in japanese oral cancer patients vs. noncancer individuals: a case-control study",increased,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Peptostreptococcus,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga",2|1239|186801|186802|186804|1257;2|32066|203490|203491|203492|848;2|976|200643|171549|171552|1283313;2|976|117743|200644|49546|1016,Complete,"Shaimaa Elsafoury"
"Signature 2","Experiment 1","Study 125","Fig 1,3 and Text","13 June 2019","Utsav Patel",WikiWorks743,"Oral microbiota in japanese oral cancer patients vs. noncancer individuals: a case-control study",decreased,"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Rothia,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus",2|201174|1760|85006|1268|32207;2|1224|1236|135625|712|724,Complete,"Shaimaa Elsafoury"
"Signature 1","Experiment 1","Study 11","Figure 4","17 July 2019","Shaimaa Elsafoury",WikiWorks743,"Gardnerella vaginalis abundance longitudinal analysis at six and twelve months postpartum in paired samples",decreased,"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella|s__Gardnerella vaginalis",2|201174|1760|85004|31953|2701|2702,Complete,"Shaimaa Elsafoury"
